country_iso,mobile_subscriptions,gii_ict_services_imports,diversity_linguisticFractionalization,diversity_religiousFractionalization,creative_svc_audiovisual,creative_svc_other_personal_cultural_recreational,creative_svc_advertising_mktresearch_polling,creative_svc_architectural_engineering_technical,creative_svc_research,school_enrollment_tertiary,gii_creative_services,population,secure_internet_servers,gii_patent_applications,feature_films_produced,cultural_occupation,gii_creative_goods,foreign_investment,total_hospital_density_per_100k,gdp_per_capta_usd
HUN,40.40072056842553,1.3,0.0297,0.5244,7.150125603899999,0.34133253300000005,1.979268681625,1.447990103125,2.230579478375,31.319342739936165,0.8,10274822.118644068,4433.228210682323,2.0,39.8,1.23,6.1,8.141384702035712,1.02,13904.50682666667
IBD,33.84603806254286,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,3368769536.5423727,284.0520704739468,0.9,25.0,0.885,0.4,1.7158640838367345,1.09,6569.8270225
IBT,30.648367256914284,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,14.140594665387754,0.4,4253053125.4745765,217.75069178687738,0.9,25.0,0.885,0.4,1.7030847198571424,1.09,6569.8270225
IDA,24.45079631355172,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.431742867183674,0.4,884283588.9322034,21.513840357378243,0.9,25.0,0.885,0.4,1.4935052900612242,1.09,6569.8270225
IDB,27.784964288275862,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.875355111387755,0.4,296307614.6101695,45.11567524667984,0.9,25.0,0.885,0.4,1.3283283275306124,1.09,6569.8270225
IDN,29.12519188219149,1.3,0.768,0.234,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,13.4557479173125,0.0,176461774.42372882,324.0625314821179,0.7,104.42857142857143,0.885,2.9,1.185983822632653,0.43,3623.4311916666666
IDX,24.43517499151852,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.219177543163266,0.4,587975974.3220339,9.316554212322732,0.9,25.0,0.885,0.4,1.6770334946458334,1.09,6569.8270225
IMN,31.169246283657937,1.1,0.0,0.4729,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,68349.18644067796,2276.2530974042716,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,82541.9307875
IND,17.078762367404256,1.2,0.8069,0.326,0.12309963524999999,0.4032143024,0.5981123443999999,3.3697912826666663,0.9689823844,11.4118535198,0.7,872352293.0508474,42.65988978223129,1.6,1723.6666666666667,0.885,2.7,0.7218235429999998,1.09,1725.9083966666667
IRL,42.59528070542554,1.5,0.0312,0.155,0.41516723720000004,0.26841625963750004,0.388248505,0.7096225746666668,0.7550233316249999,38.94747422893617,0.2,3647864.0169491526,14856.745678999383,2.2,33.166666666666664,0.885,1.3,9.37752589346939,1.09,63455.33183666666
IRN,22.15844635376596,0.5,0.7462,0.1152,0.5164655192,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,25.439812967259265,0.4,51492052.54237288,90.03692230024724,9.3,83.57142857142857,0.885,0.1,0.49651656523913035,1.09,5505.956992000001
IRQ,21.96595226442553,1.1,0.3694,0.4844,0.1249188495,0.03751435874999999,0.3666723775,0.45842423275000005,0.08180127866666669,9.749954185374998,0.4,19049741.949152544,3.514571174528544,0.9,25.0,0.885,0.4,-0.23357360175,0.95,5759.442131666668
ISL,46.6323460235319,2.3,0.08199999999999999,0.1913,0.40346739133333337,0.20752159633333336,0.12465383666666668,1.0266201443333334,0.8463941433333334,41.72898287482608,0.6,255585.7966101695,20866.8076332324,5.1,13.142857142857142,2.83,0.1,2.1449011325510208,3.64,60411.21891166666
ISR,82.54554220641378,2.1,0.5525,0.3469,0.359301665,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,45.62922454170733,2.5,5057463.050847458,2663.1141397197894,4.5,34.714285714285715,1.71,1.7,1.9128507815714282,0.56,38243.732105
ITA,56.928226424212774,1.7,0.1147,0.3027,0.2381968015555555,0.38746476722222223,1.6710458981111111,2.4938676236666666,1.7015804296666668,42.45466495086957,0.4,56349974.40677966,2602.447867686106,5.6,173.14285714285714,1.1099999999999999,2.2,0.6506987556122449,2.08,33040.32287166667
JAM,34.58328401497872,1.3,0.1098,0.616,0.22882860283333334,1.1831246143333332,0.0037866475999999995,1.29678962,0.7565329588680556,15.29291601912,1.3,2354534.745762712,88.72439922548969,0.4,25.0,0.885,0.2,3.2979592715510213,0.75,4988.971456666666
JOR,31.10101747795745,0.2,0.0396,0.0659,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,22.757878842255813,0.3,4102678.7288135593,51.1316052252545,0.3,25.0,0.885,1.5,3.758183349510637,1.94,4103.881673333333
JPN,41.66937179719149,1.7,0.0178,0.5406,0.08047805055555554,0.26841625963750004,0.690170558,1.29678962,2.8693129798571433,16.816667416959184,0.4,118006864.0677966,2870.9326751957656,47.8,569.4285714285714,0.885,2.0,0.12165000904081634,1.09,38250.22957
KAZ,37.89185644085106,0.6,0.6621,0.5898,0.0140391627,0.006356989666666667,1.0302052687777778,1.783828638777778,0.4022898837777778,42.22519247545454,0.1,14855988.728813559,331.56263050039496,2.4,32.5,0.885,0.1,6.926356192185186,3.52,10547.478658333333
KEN,17.933605867957446,0.3,0.8859999999999999,0.7765,0.22882860283333334,0.06348795733333334,0.690170558,1.29678962,0.7565329588680556,2.6476703913199997,0.0,25099755.86440678,34.62211286023306,0.8,25.0,0.885,0.3,0.7719816002857143,1.47,1425.3858516666667
KGZ,28.564220430765957,0.6,0.5949,0.447,0.22882860283333334,6.171644961666668,0.48974178011111114,0.44200629588888884,0.7565329588680556,35.9807740625,0.4,4192557.627118644,41.134934561776376,6.0,1.5,0.885,0.1,4.855240026230768,2.63,1221.348265
KHM,25.080730353765954,0.6,0.2104,0.0965,0.22882860283333334,0.12712592755555555,0.690170558,1.29678962,0.7565329588680556,3.6567069743333334,0.0,9922151.440677967,20.05385264340517,0.0,27.8,0.885,0.3,6.295392694064517,0.57,1239.4665766666667
KIR,5.886841478404255,1.1,0.0237,0.5541,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,73332.32203389831,14.769642429801864,0.9,25.0,0.885,0.4,0.33224112785000004,0.0,1622.7954499999998
KNA,48.42620938029269,1.1,0.0,0.6614,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.002004208583333,0.4,45614.52542372881,1537.0846627491499,0.9,25.0,0.885,0.4,11.725363740230767,7.38,18447.97932166667
KOR,42.41195654253333,0.5,0.0028,0.4891,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,53.91607175817021,0.4,41074397.06779661,659.4119992301391,78.2,282.42857142857144,1.6,3.6,0.7518851014081632,3.42,28253.38317333333
KWT,47.46580559940425,0.7,0.3444,0.6745,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.75597887136111,0.0,1797559.357142857,277.06253497805386,0.9,6.0,0.885,0.2,0.3422443887142857,1.09,35781.93377166667
LAC,45.41150196535484,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,23.484859230612244,0.4,407992426.5762712,264.6197096497414,0.9,25.0,0.885,0.4,1.8324116148775509,1.09,6569.8270225
LAO,15.386877664787235,1.1,0.6382,0.5453,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,6.471820760825001,0.4,4319125.118644068,6.496373933779337,0.9,4.333333333333333,0.885,0.4,3.5015101196571434,2.25,2209.816096666667
LBN,18.85880715280851,1.8,0.1312,0.7886,0.5074377220000001,0.272021125275,0.9898926785,2.674777317,0.164890253,26.223120158888886,1.7,3478299.3898305083,76.91210694747994,1.3,12.6,0.885,0.5,6.181737221322579,3.09,7838.1374633333335
LBR,12.510808851934783,1.1,0.9038,0.4883,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.2239124525000005,0.4,2412150.5084745763,1.100665881040587,0.9,25.0,0.885,0.4,26.213282380000003,0.37,706.8385566666666
LBY,35.08988594428261,1.1,0.0758,0.057,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,18.41364954604762,0.4,4153254.593220339,244.65369922344476,0.9,25.0,0.885,0.4,0.9838897627407406,2.64,6372.447135000001
LCA,35.41620870679545,1.1,0.3169,0.332,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,9.702637885357143,0.4,135835.38983050847,138.82488876592257,0.9,25.0,0.885,0.4,9.096473975190477,1.65,9308.58677
LCN,44.640219683874996,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,24.176693304204086,0.4,432281617.84745765,321.8495609314465,0.9,25.0,0.885,0.4,2.1058815679183676,1.09,6569.8270225
LDC,22.47996179277778,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.3232983752653045,0.4,540271660.559322,8.241420437048841,0.9,25.0,0.885,0.4,1.5613866399574468,1.09,6569.8270225
LIC,19.497290859407403,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.324057551448981,0.4,363215022.779661,4.838353521044998,0.9,25.0,0.885,0.4,1.7335878189999998,1.09,6569.8270225
LIE,78.51164652454544,1.1,0.2246,0.3343,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,33.13503153846154,0.4,28407.01694915254,15460.99476724907,0.9,25.0,0.885,0.4,522.0119374090588,1.09,171055.78335
LKA,26.428943789063826,2.0,0.4645,0.4853,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,8.386315820916666,0.4,16446676.0,95.01466419600519,1.0,15.5,0.55,0.4,0.932013943755102,0.1,3894.454565
LMC,26.92076746931429,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,11.250815883244899,0.4,1878201192.5762713,94.0072140291126,0.9,25.0,0.885,0.4,1.2297558144285716,1.09,6569.8270225
LMY,30.208112919685714,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,14.007633673489796,0.4,4223652186.8644066,190.47000759442903,0.9,25.0,0.885,0.4,1.6546838200204081,1.09,6569.8270225
LSO,18.569944807369563,1.1,0.2543,0.7211,0.22882860283333334,0.26841625963750004,0.025707257222222224,1.29678962,0.7565329588680556,2.8670987501249994,0.4,1576078.847457627,9.038740419048672,0.9,25.0,0.885,0.4,2.18147242925,1.09,1236.784945
LTE,35.399461284351354,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,18.18442997338776,0.4,1766362565.9322033,392.6449170683816,0.9,25.0,0.885,0.4,2.594530144725,1.09,6569.8270225
LTU,50.75823342885108,0.8,0.3219,0.4141,0.14347612080000002,0.30626417200000006,1.8880744823333333,0.29537226744444445,0.21728920555555556,56.396570353870956,0.6,3284933.3898305083,4359.242244650948,1.1,10.142857142857142,1.405,2.0,3.243542453375,2.15,16235.45077333333
LUX,54.80253005185106,3.1,0.644,0.0911,1.7904778852,0.029452287777777777,1.4242731576666665,0.22746851522222222,0.6046720776666666,7.075010282972974,4.0,410306.4915254237,12886.330872676499,11.5,14.5,1.145,0.1,22.74336492670588,1.13,108836.98573333333
LVA,38.51577503157447,1.7,0.5795,0.5556,0.1393104348888889,0.147213899625,4.750588872333333,0.6859492614444446,0.500588880888889,48.65139211810812,1.5,2344987.6440677964,3716.498647791379,1.9,15.285714285714286,1.7000000000000002,3.1,3.900811490958333,1.56,15382.585653333334
MAC,81.81303795985106,1.1,0.2519,0.5511,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,50.06937784285713,0.4,357797.0169491525,896.312003264858,0.9,4.714285714285714,1.02,0.4,3.9683539176388893,1.09,83320.79904833333
MAF,31.169246283657937,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,20539.745762711864,124.78483026058805,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
MAR,31.592159941212763,0.5,0.4683,0.0035,0.39502146824999995,0.0339503,0.5894819273333334,1.29678962,0.7565329588680556,11.494162666044446,0.4,24018855.610169493,70.41745828724459,0.7,24.285714285714285,0.885,0.1,1.465864826530612,1.09,3056.7260383333337
MCO,30.560389097872342,1.1,0.7305,0.3047,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,29530.525423728814,5059.046512993361,0.9,25.0,0.885,0.4,2.1161067391836736,10.57,173862.94104
MDA,22.07863899580851,1.9,0.5533,0.5603,0.10391469309999998,0.26841625963750004,1.6998065394000001,0.305474104,0.1960230195,35.88627994758622,0.9,3395837.2033898304,737.016081500311,3.1,2.0,0.635,0.2,4.8830755721250005,2.12,2618.0479316666665
MDG,9.048936773276596,2.5,0.0204,0.5191,0.086438754,0.26841625963750004,0.016488071333333337,1.047074373,0.096077608,2.9821668990222223,0.1,12859675.93220339,2.0272222634564208,0.2,28.25,0.885,0.1,2.1248839855918367,0.47,437.5767716666667
MDV,42.14367012857447,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,13.092401999999998,0.4,234062.18644067796,175.13279151427807,0.9,25.0,1.59,0.4,4.18502185497436,6.67,9128.199686666667
MEA,34.567041953,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,18.938000100061227,0.4,253245784.98305085,119.38856818662096,0.9,25.0,0.885,0.4,1.346341708244898,1.09,6569.8270225
MEX,26.248368484489355,0.0,0.1511,0.1796,1.4163143485000003,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.260630416977275,0.0,81702321.9322034,79.87617839468066,0.5,131.28571428571428,1.5150000000000001,9.6,1.8715893608367347,3.51,9828.639976666667
MHL,2.4952195721351353,1.1,0.0734,0.5207,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.951140000000002,0.4,39864.76271186441,52.03168034625308,0.9,1.0,0.885,0.4,2.7223905873157896,3.8,3364.802795
MIC,31.865933465628572,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,14.933133725346941,0.4,3860437164.084746,212.56907665948054,0.9,25.0,0.885,0.4,1.6533734921428571,1.09,6569.8270225
MKD,30.63747098902127,1.4,0.33294999999999997,0.46099999999999997,0.7325750624000001,1.0817561493333332,3.166454582111111,4.394099345111111,0.8105974616666667,25.446669196111106,0.8,1912215.847457627,199.38265370786496,1.6,8.714285714285714,0.745,0.2,3.82637162612,1.09,5358.324958333334
MLI,22.200595340851066,3.1,0.8388,0.182,0.0035619616,0.10283736975,0.23819089462499998,0.07436633925,0.07835768928571428,2.125531432028571,0.0,9684603.38983051,3.09521769324836,0.2,1.0,1.535,0.0,1.3602057873750002,0.46,818.9119483333334
MLT,41.34134947551064,1.2,0.0907,0.1223,0.22882860283333334,0.26841625963750004,0.2883888667777778,0.8168683157777777,0.2219916338,19.465267015404255,5.9,360985.1525423729,5230.37811535937,5.2,4.285714285714286,1.75,0.2,40.16064911446938,0.93,26047.21825
MMR,9.78593476706383,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.019463931,0.690170558,1.29678962,0.7565329588680556,5.6800500311481485,0.4,39200101.220338985,4.629033338787046,0.9,20.5,0.885,0.4,3.2018672585789476,0.63,1219.2386733333333
MNA,35.406630181031254,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,18.41831758367347,0.4,223942620.3898305,42.78286429787788,0.9,25.0,0.885,0.4,1.0365621317959184,1.09,6569.8270225
MNE,155.71160116666664,2.6,0.33294999999999997,0.46099999999999997,0.081365923,1.4053116104999999,0.8665078852500001,0.642462781,0.35011547325000003,35.902413076923075,1.5,581352.3728813559,121.99875770843853,1.0,5.4,0.885,0.1,16.131770238583332,2.09,7442.124011666667
MNG,27.5789143886383,1.1,0.3734,0.0799,0.22882860283333334,0.08933472975000001,0.690170558,1.29678962,0.7565329588680556,32.72836484857143,0.2,2019514.9830508474,431.0719541018313,3.1,30.714285714285715,0.7,0.0,5.6697519494722215,2.5,3979.829573333333
MNP,4.864599490750001,1.1,0.7754,0.4811,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,35356.96610169492,312.66218026519755,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,19330.849314
MOZ,11.105465023297873,1.5,0.8125,0.6759,0.011871044,0.20490858911111112,0.362594924,8.285637718375,0.7634537686666666,2.2181157158285716,0.0,15196053.220338983,4.41436869095613,0.4,22.5,0.08,0.0,10.379988721035716,1.09,523.75384
MRT,24.04479489251064,1.1,0.326,0.0149,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,3.5778956296249995,0.4,2182356.118644068,2.261416175597828,0.9,25.0,0.885,0.4,4.180469951857143,1.03,1259.07059
MTQ,31.169246283657937,1.1,0.0,0.2336,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,7005570.322033898,156.81355077349306,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
MUS,35.879546529787234,1.6,0.4547,0.6385,0.0493577285,0.4355539242,0.690170558,1.29678962,0.7565329588680556,12.713374997891304,0.1,1035966.8644067796,1029.6240576063035,0.0,10.8,0.885,0.9,1.5067640825581397,0.96,10076.100915
MWI,7.649280084765959,1.5,0.6023,0.8192,0.5647375391666667,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,0.4916122835428571,0.1,9152801.86440678,4.2761645862329365,0.1,25.0,0.885,0.1,1.9631835640408166,0.4,360.3649966666667
MYS,42.13714606969565,1.4,0.597,0.6657,0.22882860283333334,2.244610518,0.690170558,1.29678962,0.7565329588680556,22.112652164270273,0.3,18572716.237288136,1365.2880231991503,1.2,78.85714285714286,0.485,9.8,3.7448579712653065,0.47,10519.353615
MYT,31.169246283657937,1.1,0.7212,0.062,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,7005570.322033898,156.81355077349306,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
NAC,49.548994231542856,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,70.22132198428571,0.4,279936428.11864406,14158.598806615346,0.9,25.0,0.885,0.4,1.2512513934897957,1.09,6569.8270225
NAM,26.634765852042552,0.9,0.7005,0.6626,0.22882860283333334,0.26841625963750004,0.690170558,0.27298012666666666,0.7565329588680556,16.816667416959184,0.0,1428014.779661017,59.240720241159906,0.4,25.0,0.885,0.3,3.9226812668823534,1.91,5452.542153333333
NCL,25.069117742909096,1.1,0.6633,0.5462,0.4863115972222222,0.30263497666666667,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,175356.38983050847,1089.1755563831202,0.9,25.0,0.885,0.4,-1.514572529,1.09,6569.8270225
NER,7.0789648663260865,3.5,0.6519,0.2013,0.01105688,0.26841625963750004,0.05212529,1.29678962,0.7565329588680556,0.9893930288181819,0.1,9506883.406779662,0.2830516847694262,0.3,6.0,0.885,0.0,5.997258559612242,0.55,392.11146333333335
NGA,17.63340421780851,0.9,0.8316,0.7421,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.412105235190476,0.4,101528890.05084746,51.83512035606644,0.1,997.0,0.885,0.0,1.5180186327551022,1.09,2520.656321666667
NIC,25.59805519317021,0.3,0.0473,0.429,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,8.027211778681819,0.0,4072728.9322033897,33.12375246714511,0.0,25.0,0.885,0.3,2.954013426755102,0.95,2016.7026400000002
NLD,46.08078319589129,2.3,0.5143,0.7222,0.5293654417777778,0.19163476244444444,0.4226943782222222,1.0786649494444447,3.589829069555555,45.79460034767442,1.7,14768768.728813559,25318.711092384092,10.0,81.57142857142857,1.32,4.1,10.370436868428571,0.76,49629.39539666667
NOR,47.004792315106386,2.8,0.0673,0.2048,0.5683524981111111,0.5382798062857143,0.5982138857142857,5.411302896142857,1.1010446324285714,50.618602456170215,0.6,4311055.016949153,6691.186295818668,4.4,30.714285714285715,0.885,0.5,1.425811730367347,1.09,83872.28487333332
NPL,18.190053588276598,0.2,0.7167,0.1417,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,7.634643526617648,0.4,19015516.559322033,41.77290628955052,0.3,25.0,0.885,0.2,0.13655419910869568,0.38,825.901645
NRU,15.061465483361111,1.1,0.6161,0.6194,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,8785.169491525423,47.49238449101301,0.9,25.0,0.885,0.4,0.0,9.95,8936.587871666667
NZL,42.00016834814894,1.4,0.1657,0.8109999999999999,0.22882860283333334,0.26841625963750004,0.5709381267777778,1.0836548045714287,0.8095923692222223,41.62161528562499,0.5,3501049.1525423727,6220.57070338114,5.4,25.285714285714285,0.885,0.5,1.6242998986326531,1.09,41715.90981999999
OED,47.86055612394872,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,46.85936386387755,0.4,1060692122.4745762,7385.003619928013,0.9,25.0,0.885,0.4,1.564818035795918,1.09,6569.8270225
OMN,41.079282543319145,0.3,0.3567,0.4322,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,12.644688110567566,0.4,1891676.8305084745,91.45890559186874,0.0,6.0,0.885,0.5,1.7436491228775512,1.35,17253.391435
OSS,43.03950477809091,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,9.763040591510206,0.4,17749686.355932202,1241.1168637160013,0.9,25.0,0.885,0.4,5.888557405571428,1.09,6569.8270225
PAK,16.299327196148933,0.9,0.7190000000000001,0.3848,0.03690624475,0.03521854125,0.47439877519999996,1.1633696895,0.1471719284444445,4.799750991300001,0.1,112692464.89830509,29.56915760115642,0.2,17.5,0.5349999999999999,0.3,0.7632877290204082,0.53,1354.15445
PAN,42.71528702651064,0.3,0.3873,0.3338,0.22882860283333334,0.17156343333333335,0.04789517325,0.41106442049999997,0.7565329588680556,29.248218997377784,0.5,2500161.0169491526,692.2019766714769,0.3,25.0,0.5900000000000001,2.5,5.25131926895238,0.91,13902.171111666665
PER,25.957165020434786,1.2,0.3358,0.1988,0.22882860283333334,0.106903522,0.690170558,1.29678962,0.7565329588680556,26.189259950432426,0.1,21257250.644067798,79.06236194998885,0.2,17.428571428571427,0.33,0.3,2.2529210320408164,1.09,6586.186725
PHL,29.85383339340426,0.8,0.836,0.3056,0.231460338,0.06852944475,0.13676140883333332,1.29678962,0.13723380566666668,25.946153505000005,0.1,62664892.59322034,32.73828548954825,0.4,58.333333333333336,0.48,7.0,1.2258878755510203,1.81,2912.285808333334
PLW,65.93737671714285,1.1,0.3157,0.7147,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,43.8476475,0.4,15061.864406779661,193.54597188043857,0.9,25.0,0.885,0.4,6.170390839578948,1.09,15678.983481666668
PNG,7.67721022526087,1.1,0.3526,0.5523,0.22882860283333334,0.08484808766666667,0.690170558,1.29678962,1.608989075625,1.901681835,0.4,4809241.72881356,15.340110420862382,0.9,25.0,0.885,0.4,3.000242110857143,1.57,2700.3940583333338
POL,41.67333698731915,1.3,0.0468,0.1712,0.2243881971111111,0.5083103593333334,3.553015319111111,2.3787132138888887,1.0749999215555557,38.39654781361702,1.1,36079637.18644068,3132.140594370868,3.9,43.57142857142857,0.885,4.4,2.9598863071379315,0.94,13736.328674999999
PRE,25.68515918640741,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.207077961632653,0.4,454793061.4745763,15.983204331143959,0.9,25.0,0.885,0.4,1.5379970103265306,1.09,6569.8270225
PRI,32.07886702989129,1.1,0.0352,0.4952,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,88.948386,0.4,3303104.966101695,243.8872187789034,0.9,6.2,0.885,0.4,2.1161067391836736,1.09,30148.702345
PRK,1.6506208967391305,1.1,0.0021,0.6604,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,29.116107500000002,0.4,19525265.627118643,0.0065539427831619495,0.9,25.0,0.885,0.4,2.1161067391836736,6.86,6569.8270225
PRT,45.766002481446804,1.1,0.0198,0.1438,0.3135428388888889,0.9676766217777778,1.4485402144444446,2.3793301754444443,0.2384167687777778,35.45357565274999,0.6,9800253.186440678,3802.1624874115314,2.5,23.857142857142858,0.765,1.5,2.269277970428571,1.09,21227.245143333334
PRY,30.97730060493617,0.0,0.5975,0.2123,0.22882860283333334,0.95018325,0.690170558,1.9869111784444446,0.7565329588680556,14.171013140000001,0.0,4233205.050847458,69.31481433690105,0.3,25.0,0.41,0.0,1.040967305020408,2.43,5717.989666666667
PSE,37.557636588,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.6650704725000001,0.690170558,1.29678962,0.7565329588680556,37.67610437608696,0.4,3264943.724137931,134.8430762691254,0.9,3.0,0.51,0.4,1.9202853162916667,1.09,3100.43827
PSS,31.17191816924,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.99066161168421,0.4,1662864.0847457626,76.08533908714975,0.9,25.0,0.885,0.4,3.2650249086938783,1.09,6569.8270225
PST,49.732178167538464,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,52.21339867795918,0.4,953006784.9152542,8557.984092520592,0.9,25.0,0.885,0.4,1.639165610122449,1.09,6569.8270225
PYF,27.901966641787233,1.1,0.6078,0.5813,0.05346841844444444,0.6267715116666667,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,188659.45762711865,269.1241415619886,0.9,25.0,0.885,0.4,0.19626148684,1.09,6569.8270225
QAT,50.04184052664101,3.9,0.48,0.095,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,15.5489087814878,0.3,712533.9491525424,259.8861830086642,0.1,54.0,0.885,0.2,1.5055789305714284,1.09,69900.39702833333
REU,31.169246283657937,1.1,0.1578,0.1952,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,7005570.322033898,156.81355077349306,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
ROU,35.16602888193617,2.3,0.1723,0.2373,0.7652829059999999,1.2072625484444446,3.521641877555555,3.4653176486666672,0.7580425861111112,24.97055674091304,1.5,21184922.91525424,3625.544677164658,2.4,30.857142857142858,0.39,0.7,2.6842578170625,1.68,10203.492799999998
